1.000000000000000000e+00,4.303030303030302983e-01,5.828282828282828065e-01,4.242424242424242542e-01,6.252525252525252819e-01,4.909090909090909061e-01,5.111111111111110716e-01,4.747474747474747514e-01,5.585858585858586300e-01,5.321328531975899612e-01,5.642772995598002161e-01,4.779565050935149495e-01,5.464918276214497661e-01,5.229852968640192890e-01,5.374826488712631800e-01,4.786425813773932392e-01,5.339426029305970323e-01,2.730255965006511687e-01,1.547497097947547084e+00,2.348530663947431818e-01,1.494680196338774802e+00,2.119329702346742783e-01,1.462162562397465893e+00,1.844888828552328774e-01,1.434986303645382710e+00,2.159090890669977669e-01,1.434446190933012177e+00,2.228160353803863847e-01,1.499379663454881051e+00,3.214094436068060667e-01,1.616555371619807557e+00,2.199326418962699037e-01,1.478822927649678265e+00,-1.331814148602447956e+00,-1.189541726525818799e+00,-1.266496400667447952e+00,-1.291283801312701041e+00,-1.218953084020157895e+00,-1.279491519708187530e+00,-1.218865306154528705e+00,-1.314224443572169720e+00,-1.263063212533600987e+00,-1.161931754939770522e+00,-1.323178255333865572e+00,-1.253966069113049864e+00,-1.358956081937935823e+00,-1.163657025269857259e+00,-1.237868386517264607e+00,-1.198066882680535183e+00,-1.187541127765914029e+00,-1.364764885306950504e+00,-1.274317703749797692e+00,-1.236699847616344661e+00,-1.227359145907179983e+00,-1.381923171414519258e+00,-1.198550929753145589e+00,-1.196591033227229151e+00
4.303030303030302983e-01,1.843090909090909122e+02,2.482848484848484816e+02,1.807272727272727195e+02,2.663575757575757734e+02,2.091272727272727252e+02,2.177333333333332916e+02,2.022424242424242493e+02,2.379575757575757677e+02,2.266885954621733674e+02,2.403821296124748983e+02,2.036094711698373771e+02,2.328055185667375895e+02,2.227917364640722440e+02,2.289676084191581253e+02,2.039017396667695152e+02,2.274595488484343377e+02,1.163089041092773925e+02,6.592337637256550806e+02,1.000474062841605871e+02,6.367337636403181023e+02,9.028344531997124989e+01,6.228812515813204982e+02,7.859226409632921673e+01,6.113041653529330688e+02,9.197727194254105143e+01,6.110740773374632226e+02,9.491963107204459504e+01,6.387357366317793321e+02,1.369204229764993670e+02,6.886525883100380270e+02,9.369130544781097569e+01,6.299785671787628871e+02,-5.673528273046428012e+02,-5.067447754999988661e+02,-5.395274666843329214e+02,-5.500868993592106335e+02,-5.192740137925871977e+02,-5.450633873956878688e+02,-5.192366204218291159e+02,-5.598596129617443466e+02,-5.380649285393139962e+02,-4.949829276043422510e+02,-5.636739367722266252e+02,-5.341895454421592149e+02,-5.789152909055605960e+02,-4.957178927649591742e+02,-5.273319326563546383e+02,-5.103764920219079499e+02,-5.058925204282793970e+02,-5.813898411407609501e+02,-5.428593417974138902e+02,-5.268341350845628313e+02,-5.228549961564586965e+02,-5.886992710225852079e+02,-5.105826960748401007e+02,-5.097477801547996137e+02
5.828282828282828065e-01,2.482848484848484816e+02,3.372919191919191917e+02,2.447878787878787818e+02,3.607707070707070898e+02,2.832545454545454504e+02,2.949111111111110404e+02,2.739292929292929557e+02,3.223040404040403928e+02,3.070406562950094553e+02,3.255880018460047722e+02,2.757809034389581484e+02,3.153257845375765100e+02,3.017625162905391107e+02,3.101274883987188673e+02,2.761767694547559131e+02,3.080848818909544207e+02,1.575357691808757181e+02,8.929058255157347048e+02,1.355102193097667964e+02,8.624304732874729780e+02,1.222853238254070618e+02,8.436677985033377354e+02,1.064500854074693734e+02,8.279870972033859289e+02,1.245795443916577057e+02,8.276754521683481016e+02,1.285648524144829423e+02,8.651420658134663881e+02,1.854532489611270876e+02,9.327524494246290487e+02,1.269011343741477305e+02,8.532808292538643400e+02,-7.684567637436124414e+02,-6.863655762053974740e+02,-7.307684231851175127e+02,-7.450707533574284298e+02,-7.033359294796310905e+02,-7.382666068716242762e+02,-7.032852816511630181e+02,-7.583075039411418174e+02,-7.287874736318879059e+02,-6.704346226002476214e+02,-7.634738533276403132e+02,-7.235384218782297694e+02,-7.841176592781889667e+02,-6.714301035807076232e+02,-7.142500590204616628e+02,-6.912845913066687444e+02,-6.852112307209323490e+02,-7.874693388221104442e+02,-7.352813150636333148e+02,-7.135758120746307895e+02,-7.081862271884428992e+02,-7.973696699061775917e+02,-6.915638864675651121e+02,-6.904330261721112265e+02
4.242424242424242542e-01,1.807272727272727195e+02,2.447878787878787818e+02,1.791818181818181870e+02,2.626060606060606233e+02,2.061818181818181870e+02,2.146666666666666288e+02,1.993939393939394051e+02,2.346060606060605949e+02,2.234957983429877970e+02,2.369964658151161245e+02,2.007417321392762801e+02,2.295265676010089066e+02,2.196538246828881142e+02,2.257427125259305569e+02,2.010298841785051707e+02,2.242558932308507451e+02,1.146707505302734802e+02,6.499487811379698314e+02,9.863828788579212414e+01,6.277656824622853264e+02,8.901184749856318490e+01,6.141082762069356704e+02,7.748533079919781130e+01,6.026942475310607961e+02,9.068181740813906799e+01,6.024674001918651811e+02,9.358273485976226880e+01,6.297394586510499721e+02,1.349919663148585300e+02,6.789532560803193064e+02,9.237170959643336232e+01,6.211056296128649592e+02,-5.593619424130281459e+02,-4.996075251408439044e+02,-5.319284882803282244e+02,-5.423391965513344530e+02,-5.119602952884662841e+02,-5.373864382774388559e+02,-5.119234285849020125e+02,-5.519742663003112284e+02,-5.304865492641123410e+02,-4.880113370747037038e+02,-5.557348672402234797e+02,-5.266657490274809561e+02,-5.707615544139330268e+02,-4.887359506133399805e+02,-5.199047223372510871e+02,-5.031880907258247362e+02,-4.987672736616839302e+02,-5.732012518289192258e+02,-5.352134355749150245e+02,-5.194139359988647584e+02,-5.154908412810156051e+02,-5.804077319940980715e+02,-5.033913904963211507e+02,-5.025682339554361988e+02
6.252525252525252819e-01,2.663575757575757734e+02,3.607707070707070898e+02,2.626060606060606233e+02,3.880313131313131407e+02,3.038727272727272748e+02,3.163777777777777374e+02,2.938686868686868934e+02,3.457646464646464892e+02,3.293902361293082208e+02,3.492876484275163307e+02,2.958550766528857707e+02,3.382784412976774320e+02,3.237278987588279620e+02,3.327017596513119315e+02,2.962797578726064103e+02,3.305104712140395122e+02,1.690028442339030619e+02,9.579007036295316766e+02,1.453740480983460088e+02,9.252070415337014992e+02,1.311865085752633604e+02,9.050786261240314161e+02,1.141986184873891546e+02,8.882565219564919516e+02,1.336477261324716324e+02,8.879221921875345060e+02,1.379231259004591550e+02,9.281160116785713399e+02,1.989524455926129463e+02,1.000647775032660888e+03,1.361383053337910667e+02,9.153913922151508586e+02,-8.243929579849152560e+02,-7.363263287194819213e+02,-7.839612720131503920e+02,-7.993046730125619206e+02,-7.545319590084776564e+02,-7.920052506993681618e+02,-7.544776245096533103e+02,-8.135049305711730767e+02,-7.818361285582990376e+02,-7.192357563077180203e+02,-8.190473400516626725e+02,-7.762049967809779218e+02,-8.411938147195822921e+02,-7.203036986420415815e+02,-7.662405312541867488e+02,-7.416034003792512976e+02,-7.350879580871007875e+02,-8.447894640050024009e+02,-7.888026586211248059e+02,-7.655172056745172995e+02,-7.597353113165445393e+02,-8.554104431055874329e+02,-7.419030255171970794e+02,-7.406898495676548464e+02
4.909090909090909061e-01,2.091272727272727252e+02,2.832545454545454504e+02,2.061818181818181870e+02,3.038727272727272748e+02,2.395818181818181927e+02,2.483999999999999773e+02,2.307272727272727195e+02,2.714727272727272975e+02,2.586165666540287589e+02,2.742387675860629201e+02,2.322868614754482905e+02,2.655950282240245883e+02,2.541708542759133991e+02,2.612165673514339232e+02,2.326202945494131313e+02,2.594961050242701504e+02,1.326904398993164591e+02,7.520835896025079137e+02,1.141385902678451885e+02,7.264145754206444963e+02,1.029994235340517008e+02,7.106110053251684349e+02,8.966159706764317150e+01,6.974033435716560234e+02,1.049318172865609142e+02,6.971408487934439790e+02,1.082885931948677722e+02,7.286985164390721366e+02,1.562049895929077366e+02,7.856459106072264831e+02,1.068872639615871662e+02,7.187079428377436443e+02,-6.472616762207896954e+02,-5.781172790915479709e+02,-6.155172507243797781e+02,-6.275639274379726658e+02,-5.924111988337966750e+02,-6.218328785781792476e+02,-5.923685387911009457e+02,-6.387130795760745059e+02,-6.138487212913300937e+02,-5.646988329007285756e+02,-6.430646320922586483e+02,-6.094275095889422573e+02,-6.604526558218367427e+02,-5.655373142811506568e+02,-6.016040358473904917e+02,-5.822605049827400308e+02,-5.771449880942342361e+02,-6.632757342591779661e+02,-6.193184040224017508e+02,-6.010361259415435597e+02,-5.964965449108894973e+02,-6.716146613074563447e+02,-5.824957518600288040e+02,-5.815432421484332508e+02
5.111111111111110716e-01,2.177333333333332916e+02,2.949111111111110404e+02,2.146666666666666288e+02,3.163777777777777374e+02,2.483999999999999773e+02,2.596222222222221490e+02,2.402222222222222001e+02,2.826444444444443889e+02,2.692592237179804897e+02,2.855243135772589085e+02,2.418459915773185571e+02,2.765248647764535690e+02,2.646305602131937462e+02,2.719662203288592082e+02,2.421931461769609371e+02,2.701749570828820879e+02,1.381509518293294718e+02,7.830335315614588581e+02,1.188356515957400319e+02,7.563081793474199230e+02,1.072380829387451655e+02,7.398542565731175955e+02,9.335137472474784204e+01,7.261030696445636750e+02,1.092499990679008590e+02,7.258297726121040796e+02,1.127449139024755027e+02,7.586861097081697380e+02,1.626331784650438408e+02,8.179770180396225214e+02,1.112859167995125489e+02,7.482844013907371163e+02,-6.738979591928385844e+02,-6.019081136220643202e+02,-6.408471787377286546e+02,-6.533896034642266386e+02,-6.167902605141997583e+02,-6.474227089723428890e+02,-6.167458449141913661e+02,-6.649975684475178923e+02,-6.391099855420020504e+02,-5.879374679995238466e+02,-6.695281971989357999e+02,-6.345068309712031578e+02,-6.876317774605953446e+02,-5.888104547865476661e+02,-6.263614035777357003e+02,-6.062218426363507433e+02,-6.008958106495524589e+02,-6.905710319653169336e+02,-6.448047580973975528e+02,-6.257701228938702798e+02,-6.210437278290330596e+02,-6.992531247357466100e+02,-6.064667704550915914e+02,-6.054750628129778534e+02
4.747474747474747514e-01,2.022424242424242493e+02,2.739292929292929557e+02,1.993939393939394051e+02,2.938686868686868934e+02,2.307272727272727195e+02,2.402222222222222001e+02,2.241313131313131350e+02,2.625353535353535221e+02,2.501024410028672946e+02,2.652103307931061522e+02,2.246395573939520318e+02,2.568511589820814152e+02,2.458030895260890816e+02,2.526168449694937124e+02,2.249620132473748413e+02,2.509530233773805890e+02,1.283220303553060546e+02,7.273236360353471355e+02,1.103809412055292825e+02,7.024996922792241776e+02,9.960849601029691769e+01,6.872164043268089699e+02,8.670977494195945212e+01,6.744435627133299249e+02,1.014772718614889442e+02,6.741897097385157167e+02,1.047235366287816021e+02,7.047084418237940326e+02,1.510624384951988475e+02,7.597810246613096297e+02,1.033683416912468545e+02,6.950467759953488667e+02,-6.259526498431505388e+02,-5.590846114671347777e+02,-5.952533083137005860e+02,-6.069033866169694420e+02,-5.729079494894741629e+02,-6.013610142628482436e+02,-5.728666938926285184e+02,-6.176854884789197513e+02,-5.936397098907924601e+02,-5.461079248216921087e+02,-6.218937800069168134e+02,-5.893640524831334915e+02,-6.387093585108298157e+02,-5.469188018768328448e+02,-5.817981416631142793e+02,-5.630914348598515744e+02,-5.581443300499795441e+02,-6.414394960942667012e+02,-5.989293207624050410e+02,-5.812489283796819564e+02,-5.768587985763746246e+02,-6.495038905648240188e+02,-5.633189369839784604e+02,-5.623977856167977052e+02
5.585858585858586300e-01,2.379575757575757677e+02,3.223040404040403928e+02,2.346060606060605949e+02,3.457646464646464892e+02,2.714727272727272975e+02,2.826444444444443889e+02,2.625353535353535221e+02,3.098979797979798150e+02,2.942694678182672305e+02,3.120453466565695066e+02,2.643099473167137603e+02,3.022099806746617219e+02,2.892108691658027055e+02,2.972279048258085368e+02,2.646893475016984780e+02,2.952702594206201638e+02,1.509831548648600972e+02,8.557658951649935943e+02,1.298737457162929729e+02,8.265581485753424431e+02,1.171989325397748729e+02,8.085758970057986517e+02,1.020223522189437944e+02,7.935474259158967243e+02,1.193977262540497577e+02,7.932487435859557081e+02,1.232172675653536515e+02,8.291569538905491754e+02,1.777394223145637397e+02,8.939551205057537118e+02,1.216227509686372485e+02,8.177890789902720599e+02,-7.364932241771537065e+02,-6.578165747687777412e+02,-7.003725095690987246e+02,-7.140799421259235942e+02,-6.740810554631473224e+02,-7.075588103986277702e+02,-6.740325143034542634e+02,-7.267661172954099129e+02,-6.984739565310813987e+02,-6.425482604816930916e+02,-7.317175751996276176e+02,-6.934432362195165069e+02,-7.515027133116784626e+02,-6.435023349742309620e+02,-6.845412177440472306e+02,-6.625309861223358894e+02,-6.567102436545504816e+02,-7.547149815747436605e+02,-7.046976901736380796e+02,-6.838950157318386118e+02,-6.787296076866705334e+02,-7.642035137922291597e+02,-6.627986641534895398e+02,-6.617148413746576807e+02
5.321328531975899612e-01,2.266885954621733674e+02,3.070406562950094553e+02,2.234957983429877970e+02,3.293902361293082208e+02,2.586165666540287589e+02,2.692592237179804897e+02,2.501024410028672946e+02,2.942694678182672305e+02,2.803337197176858240e+02,2.972677845152937834e+02,2.517929951721629891e+02,2.878981929265538611e+02,2.755146816186328351e+02,2.831520537331830951e+02,2.521544280653098440e+02,2.812871167337943916e+02,1.438330307652468036e+02,8.152393055853605119e+02,1.237233019798093494e+02,7.874147531207293014e+02,1.116487311762409718e+02,7.702840888055901587e+02,9.719086966082112156e+01,7.559673224976979782e+02,1.137433964005489599e+02,7.556827848962027474e+02,1.173820553186887707e+02,7.898904865572811786e+02,1.693221990284282015e+02,8.516200000294192023e+02,1.158630504011104705e+02,7.790609612255941556e+02,-7.016150421964923680e+02,-6.266642906044336314e+02,-6.672048998191307874e+02,-6.802631881455539542e+02,-6.421585326885117411e+02,-6.740508782941939216e+02,-6.421122902972878137e+02,-6.923485828710730630e+02,-6.653962567438750284e+02,-6.121190393772133120e+02,-6.970655540968209607e+02,-6.606037767483926473e+02,-7.159137254793332659e+02,-6.130279316702665255e+02,-6.521233320365239479e+02,-6.311554411163120903e+02,-6.256103521214840839e+02,-7.189738700386466235e+02,-6.713252524208153318e+02,-6.515077322764991550e+02,-6.465869429676474738e+02,-7.280130529036235885e+02,-6.314104426926440965e+02,-6.303779466156390754e+02
5.642772995598002161e-01,2.403821296124748983e+02,3.255880018460047722e+02,2.369964658151161245e+02,3.492876484275163307e+02,2.742387675860629201e+02,2.855243135772589085e+02,2.652103307931061522e+02,3.120453466565695066e+02,2.972677845152937834e+02,3.152247820905155322e+02,2.670030059411964771e+02,3.052892033945142316e+02,2.921576437136702111e+02,3.002563650886714299e+02,2.673862718412277673e+02,2.982787732005918997e+02,1.525215248410501658e+02,8.644853086714049368e+02,1.311970315575784980e+02,8.349799638466002989e+02,1.183930744903924221e+02,8.168144908048091111e+02,1.030618597301915855e+02,8.016328943630529693e+02,1.206142717518504668e+02,8.013311687536865975e+02,1.244727304356346735e+02,8.376052484341103082e+02,1.795504123625517536e+02,9.030636446896492089e+02,1.228619672817369803e+02,8.261215460598655227e+02,-7.439973663760345062e+02,-6.645190792261145134e+02,-7.075086171821260450e+02,-7.213557150063440986e+02,-6.809492789955751277e+02,-7.147681393550949451e+02,-6.809002432491665786e+02,-7.341711498340412163e+02,-7.055907197543685925e+02,-6.490951958206914014e+02,-7.391730582284810680e+02,-7.005087413465423651e+02,-7.591597874549420339e+02,-6.500589913947345622e+02,-6.915160200508649950e+02,-6.692815257984904065e+02,-6.634014756850301637e+02,-7.624047855748960956e+02,-7.118778671266495621e+02,-6.908632338751777979e+02,-6.856451953981011229e+02,-7.719899966112508309e+02,-6.695519312057330126e+02,-6.684570653378626730e+02
4.779565050935149495e-01,2.036094711698373771e+02,2.757809034389581484e+02,2.007417321392762801e+02,2.958550766528857707e+02,2.322868614754482905e+02,2.418459915773185571e+02,2.246395573939520318e+02,2.643099473167137603e+02,2.517929951721629891e+02,2.670030059411964771e+02,2.261579965535951260e+02,2.585873307521945890e+02,2.474645824573768778e+02,2.543243951188846950e+02,2.264826320302364309e+02,2.526493270130700921e+02,1.291894163054782041e+02,7.322399415315927627e+02,1.111270553162813997e+02,7.072482016458238832e+02,1.002817943497783233e+02,6.918616071200506212e+02,8.729588506131307213e+01,6.790024281619345174e+02,1.021632020921028214e+02,6.787468592814168460e+02,1.054314098137104168e+02,7.094718811156537868e+02,1.520835370266566144e+02,7.649167241524560268e+02,1.040670545079574794e+02,6.997449077700841826e+02,-6.301837435411199522e+02,-5.628637142104541908e+02,-5.992768914427642812e+02,-6.110057178316944828e+02,-5.767804903521240476e+02,-6.054258821059504498e+02,-5.767389558902621047e+02,-6.218607007386412988e+02,-5.976523859870000024e+02,-5.497993123407053417e+02,-6.260974379897578501e+02,-5.933478275001351676e+02,-6.430266805036458209e+02,-5.506156704762420304e+02,-5.857307753076847803e+02,-5.668976215131281151e+02,-5.619170770109896011e+02,-6.457752723071052969e+02,-6.029777517024160716e+02,-5.851778496462267185e+02,-5.807580449936338027e+02,-6.538941776238597186e+02,-5.671266614257824585e+02,-5.661992835848492405e+02
5.464918276214497661e-01,2.328055185667375895e+02,3.153257845375765100e+02,2.295265676010089066e+02,3.382784412976774320e+02,2.655950282240245883e+02,2.765248647764535690e+02,2.568511589820814152e+02,3.022099806746617219e+02,2.878981929265538611e+02,3.052892033945142316e+02,2.585873307521945890e+02,2.956667844804620131e+02,2.829491187953407234e+02,2.907925763455098718e+02,2.589585164836363447e+02,2.888773162312910472e+02,1.477141946468865683e+02,8.372375721232822343e+02,1.270618286617992254e+02,8.086622070846967745e+02,1.146614398744215606e+02,7.910692920942105957e+02,9.981345009972181970e+01,7.763662048140048455e+02,1.168126271574629271e+02,7.760739893025328229e+02,1.205494709744090187e+02,8.112047452540932682e+02,1.738911579089619579e+02,8.745999564929028338e+02,1.189894775092713104e+02,8.000829980151779637e+02,-7.205472926406382612e+02,-6.435740838394588081e+02,-6.852086333499742068e+02,-6.986192841117774606e+02,-6.594864196842688671e+02,-6.922393424411588967e+02,-6.594389294969186039e+02,-7.110307888918124490e+02,-6.833511861847182445e+02,-6.286363462451494115e+02,-7.158750419961017997e+02,-6.784293867960269608e+02,-7.352318089467917162e+02,-6.295697639196212094e+02,-6.697201073336086665e+02,-6.481864227255304058e+02,-6.424917060755476541e+02,-7.383745278805239423e+02,-6.894401687836701740e+02,-6.690878963435943660e+02,-6.640343253667692807e+02,-7.476576223829630408e+02,-6.484483052172025737e+02,-6.473879484571493776e+02
5.229852968640192890e-01,2.227917364640722440e+02,3.017625162905391107e+02,2.196538246828881142e+02,3.237278987588279620e+02,2.541708542759133991e+02,2.646305602131937462e+02,2.458030895260890816e+02,2.892108691658027055e+02,2.755146816186328351e+02,2.921576437136702111e+02,2.474645824573768778e+02,2.829491187953407234e+02,2.707784845285869437e+02,2.782845674524050992e+02,2.478198021882823525e+02,2.764516893949854079e+02,1.413604889109952865e+02,8.012250468746433398e+02,1.215964536414011974e+02,7.738788085370147201e+02,1.097294490799199451e+02,7.570426265413050260e+02,9.552012343647371040e+01,7.429719706277044224e+02,1.117881062509303689e+02,7.426923243305575397e+02,1.153642153053804549e+02,7.763119832197861570e+02,1.664114891468086910e+02,8.369803440144730757e+02,1.138713226320866880e+02,7.656686213479233629e+02,-6.895540256958068994e+02,-6.158917046494510714e+02,-6.557354061194745327e+02,-6.685692177435701069e+02,-6.311195951044982166e+02,-6.624636997468859363e+02,-6.310741476367151108e+02,-6.804468601598664463e+02,-6.539578542732581354e+02,-6.015964915549777743e+02,-6.850827449430987599e+02,-6.492477587433708095e+02,-7.036069094381011837e+02,-6.024897596605713943e+02,-6.409130959453030982e+02,-6.203056506586135583e+02,-6.148558837504599524e+02,-7.066144490049264277e+02,-6.597849283687166917e+02,-6.403080785679483142e+02,-6.354718794082253908e+02,-7.154982450450345368e+02,-6.205562686655592870e+02,-6.195415215697943268e+02
